filename,l_min,l_max,b_min,b_max
GaiaSource_466319-466344_p.csv.gz,18.818,21.061,-7.857,-5.033
GaiaSource_466345-466369_p.csv.gz,19.154,21.769,-7.959,-4.602
GaiaSource_466370-466401_p.csv.gz,20.278,22.78,-8.741,-6.013
GaiaSource_466402-466429_p.csv.gz,20.599,22.89,-7.861,-5.346
GaiaSource_466430-466444_p.csv.gz,15.535,22.8,-8.827,-0.991
GaiaSource_466445-466463_p.csv.gz,16.244,18.119,-4.776,-2.71
GaiaSource_466464-466483_p.csv.gz,15.78,17.655,-3.874,-1.807
GaiaSource_466484-466497_p.csv.gz,16.641,18.823,-4.795,-2.124
GaiaSource_466498-466513_p.csv.gz,17.401,19.13,-5.33,-3.336
GaiaSource_466514-466531_p.csv.gz,17.659,19.838,-5.424,-2.749
GaiaSource_466532-466546_p.csv.gz,17.778,19.376,-4.376,-2.444
GaiaSource_466547-466565_p.csv.gz,16.169,20.078,-5.095,-0.646
GaiaSource_466566-466579_p.csv.gz,16.288,17.892,-2.847,-0.919
GaiaSource_466580-466596_p.csv.gz,16.4,18.595,-3.006,-0.329
GaiaSource_466597-466624_p.csv.gz,16.516,19.218,-3.017,0.257
GaiaSource_466625-466637_p.csv.gz,17.875,19.317,-3.257,-1.627
GaiaSource_466638-466653_p.csv.gz,18.443,20.177,-3.653,-1.648
GaiaSource_466654-466671_p.csv.gz,17.967,20.078,-3.198,-0.665
GaiaSource_466672-466690_p.csv.gz,17.741,21.639,-5.451,-0.993
GaiaSource_466691-466716_p.csv.gz,19.262,21.281,-6.229,-3.854
GaiaSource_466717-466737_p.csv.gz,19.226,21.403,-5.787,-3.103
GaiaSource_466738-466761_p.csv.gz,20.084,22.412,-6.43,-3.436
GaiaSource_466762-466787_p.csv.gz,20.963,23.268,-6.837,-4.085
GaiaSource_466788-466810_p.csv.gz,21.219,23.234,-6.022,-3.637
GaiaSource_466811-466829_p.csv.gz,19.459,23.354,-6.124,-1.653
GaiaSource_466830-466850_p.csv.gz,19.846,22.029,-4.318,-1.625
GaiaSource_466851-466870_p.csv.gz,19.961,21.851,-3.569,-1.252
GaiaSource_466871-466889_p.csv.gz,20.549,22.883,-4.655,-1.654
GaiaSource_466890-466905_p.csv.gz,21.584,23.468,-5.065,-2.743
GaiaSource_466906-466920_p.csv.gz,21.487,23.583,-4.69,-2.146
GaiaSource_466921-466936_p.csv.gz,21.813,23.699,-4.175,-1.851
GaiaSource_466937-466949_p.csv.gz,5.278,355.267,-12.183,16.698
GaiaSource_466950-466960_p.csv.gz,355.372,357.009,4.559,6.274
GaiaSource_466961-466971_p.csv.gz,356.15,357.553,4.474,5.967
GaiaSource_466972-466982_p.csv.gz,355.47,357.654,4.63,6.921
GaiaSource_466983-466994_p.csv.gz,355.567,357.299,5.328,7.172
GaiaSource_466995-467008_p.csv.gz,356.21,358.475,4.639,7.055
GaiaSource_467009-467023_p.csv.gz,357.063,358.741,4.35,6.037
GaiaSource_467024-467042_p.csv.gz,357.304,359.65,4.118,6.676
GaiaSource_467043-467066_p.csv.gz,357.401,359.578,4.824,7.128
GaiaSource_467067-467079_p.csv.gz,355.66,359.678,4.508,8.605
GaiaSource_467080-467100_p.csv.gz,355.753,357.948,5.975,8.271
GaiaSource_467101-467117_p.csv.gz,355.655,358.04,6.423,8.974
GaiaSource_467118-467132_p.csv.gz,356.391,358.132,7.066,8.918
GaiaSource_467133-467151_p.csv.gz,356.763,359.138,6.045,8.605
GaiaSource_467152-467167_p.csv.gz,0.048,359.322,5.908,7.696
GaiaSource_467168-467184_p.csv.gz,357.498,359.408,6.814,8.73
GaiaSource_467185-467207_p.csv.gz,1.662,359.494,3.976,8.595
GaiaSource_467208-467232_p.csv.gz,0.064,358.94,3.636,6.253
GaiaSource_467233-467243_p.csv.gz,0.486,359.796,4.959,6.466
GaiaSource_467244-467255_p.csv.gz,0.506,359.683,4.706,6.573
GaiaSource_467256-467279_p.csv.gz,0.96,359.863,3.648,6.489
GaiaSource_467280-467304_p.csv.gz,0.857,3.263,3.465,6.185
GaiaSource_467305-467324_p.csv.gz,1.181,3.194,4.268,6.5
GaiaSource_467325-467340_p.csv.gz,1.081,359.145,3.912,8.286
GaiaSource_467341-467354_p.csv.gz,0.694,359.878,5.6,7.468
GaiaSource_467355-467377_p.csv.gz,0.413,359.33,5.867,8.446
GaiaSource_467378-467400_p.csv.gz,0.241,2.767,5.43,8.286
GaiaSource_467401-467423_p.csv.gz,1.374,3.667,5.162,7.576
GaiaSource_467424-467439_p.csv.gz,1.149,2.952,6.325,8.112
GaiaSource_467440-467463_p.csv.gz,0.307,359.442,3.972,11.948
GaiaSource_467464-467482_p.csv.gz,356.095,358.305,7.77,10.073
GaiaSource_467483-467504_p.csv.gz,355.981,358.39,8.223,10.782
GaiaSource_467505-467527_p.csv.gz,356.906,359.496,7.839,10.667
GaiaSource_467528-467552_p.csv.gz,0.409,359.187,7.514,10.152
GaiaSource_467553-467577_p.csv.gz,0.304,359.163,8.318,10.73
GaiaSource_467578-467605_p.csv.gz,0.389,358.256,8.099,12.479
GaiaSource_467606-467643_p.csv.gz,356.268,359.067,9.899,12.793
GaiaSource_467644-467673_p.csv.gz,0.466,359.123,9.125,12.416
GaiaSource_467674-467715_p.csv.gz,0.054,359.715,7.817,12.73
GaiaSource_467716-467737_p.csv.gz,0.848,359.775,7.21,9.531
GaiaSource_467738-467760_p.csv.gz,0.739,359.668,7.659,10.25
GaiaSource_467761-467785_p.csv.gz,0.583,3.138,7.222,10.091
GaiaSource_467786-467812_p.csv.gz,1.549,4.039,6.954,9.645
GaiaSource_467813-467840_p.csv.gz,0.112,4.218,7.222,11.491
GaiaSource_467841-467878_p.csv.gz,1.089,359.766,8.916,11.794
GaiaSource_467879-467917_p.csv.gz,0.246,3.473,8.847,12.427
GaiaSource_467918-467946_p.csv.gz,1.813,4.385,8.84,11.725
GaiaSource_467947-467972_p.csv.gz,2.967,359.224,3.41,11.944
GaiaSource_467973-467986_p.csv.gz,2.645,4.328,3.176,5.053
GaiaSource_467987-467999_p.csv.gz,3.543,5.052,3.244,4.852
GaiaSource_468000-468013_p.csv.gz,2.575,4.227,4.166,5.86
GaiaSource_468014-468026_p.csv.gz,3.303,4.985,3.965,5.845
GaiaSource_468027-468039_p.csv.gz,3.561,5.945,2.864,5.61
GaiaSource_468040-468052_p.csv.gz,4.44,6.197,2.617,4.642
GaiaSource_468053-468065_p.csv.gz,4.629,6.833,2.644,5.12
GaiaSource_468066-468077_p.csv.gz,4.511,6.017,3.839,5.45
GaiaSource_468078-468089_p.csv.gz,5.095,6.765,3.537,5.425
GaiaSource_468090-468105_p.csv.gz,2.858,6.871,3.138,7.401
GaiaSource_468106-468119_p.csv.gz,3.183,5.188,4.773,7.019
GaiaSource_468120-468135_p.csv.gz,3.143,5.287,5.132,7.464
GaiaSource_468136-468153_p.csv.gz,3.236,5.383,5.579,7.915
GaiaSource_468154-468167_p.csv.gz,3.866,6.349,4.648,7.534
GaiaSource_468168-468178_p.csv.gz,4.844,6.528,4.539,6.432
GaiaSource_468179-468190_p.csv.gz,5.74,7.111,4.594,6.127
GaiaSource_468191-468203_p.csv.gz,4.765,6.986,4.845,7.326
GaiaSource_468204-468218_p.csv.gz,5.484,7.17,5.32,7.218
GaiaSource_468219-468233_p.csv.gz,4.657,8.812,2.416,6.967
GaiaSource_468234-468247_p.csv.gz,6.36,8.327,2.097,4.358
GaiaSource_468248-468263_p.csv.gz,6.329,8.436,2.46,4.803
GaiaSource_468264-468280_p.csv.gz,6.43,8.54,2.905,5.251
GaiaSource_468281-468295_p.csv.gz,7.047,9.483,1.934,4.849
GaiaSource_468296-468315_p.csv.gz,7.998,10.087,1.525,3.871
GaiaSource_468316-468332_p.csv.gz,7.936,10.197,1.966,4.601
GaiaSource_468333-468350_p.csv.gz,8.651,10.441,2.569,4.556
GaiaSource_468351-468363_p.csv.gz,6.361,10.327,2.359,6.64
GaiaSource_468364-468376_p.csv.gz,7.08,8.748,3.961,5.863
GaiaSource_468377-468392_p.csv.gz,6.646,8.848,4.246,6.736
GaiaSource_468393-468406_p.csv.gz,6.965,8.812,4.774,6.958
GaiaSource_468407-468419_p.csv.gz,7.449,9.733,4.0,6.64
GaiaSource_468420-468433_p.csv.gz,8.412,10.073,3.59,5.499
GaiaSource_468434-468446_p.csv.gz,9.162,10.652,3.54,5.165
GaiaSource_468447-468459_p.csv.gz,8.338,10.533,3.892,6.396
GaiaSource_468460-468471_p.csv.gz,9.054,10.716,4.354,6.265
GaiaSource_468472-468489_p.csv.gz,3.237,10.818,2.698,10.567
GaiaSource_468490-468511_p.csv.gz,3.551,5.84,6.563,8.991
GaiaSource_468512-468531_p.csv.gz,3.319,5.303,7.475,9.541
GaiaSource_468532-468556_p.csv.gz,4.226,6.736,6.434,9.331
GaiaSource_468557-468574_p.csv.gz,5.669,7.496,6.219,8.203
GaiaSource_468575-468595_p.csv.gz,5.131,7.369,6.636,9.124
GaiaSource_468596-468614_p.csv.gz,3.672,7.817,6.437,10.866
GaiaSource_468615-468642_p.csv.gz,3.563,6.195,8.271,11.073
GaiaSource_468643-468672_p.csv.gz,3.91,6.817,8.481,11.696
GaiaSource_468673-468695_p.csv.gz,5.434,7.726,7.76,10.198
GaiaSource_468696-468717_p.csv.gz,5.463,7.813,8.294,10.932
GaiaSource_468718-468737_p.csv.gz,5.116,9.421,6.276,10.993
GaiaSource_468738-468749_p.csv.gz,6.882,8.388,6.073,7.693
GaiaSource_468750-468761_p.csv.gz,7.461,9.144,5.75,7.66
GaiaSource_468762-468774_p.csv.gz,7.106,9.241,6.032,8.392
GaiaSource_468775-468788_p.csv.gz,7.196,8.977,6.624,8.675
GaiaSource_468789-468802_p.csv.gz,7.823,10.127,5.788,8.438
GaiaSource_468803-468816_p.csv.gz,8.8,10.386,5.522,7.291
GaiaSource_468817-468832_p.csv.gz,8.98,11.183,5.248,7.759
GaiaSource_468833-468848_p.csv.gz,8.851,10.578,6.337,8.192
GaiaSource_468849-468864_p.csv.gz,7.376,11.376,5.504,9.811
GaiaSource_468865-468882_p.csv.gz,7.235,9.068,7.583,9.578
GaiaSource_468883-468901_p.csv.gz,7.458,9.784,7.545,10.194
GaiaSource_468902-468924_p.csv.gz,7.541,9.692,8.282,10.647
GaiaSource_468925-468943_p.csv.gz,8.357,10.673,7.3,9.954
GaiaSource_468944-468963_p.csv.gz,9.253,11.561,7.044,9.705
GaiaSource_468964-468988_p.csv.gz,9.339,11.478,7.781,10.154
GaiaSource_468989-469053_p.csv.gz,2.883,355.994,3.548,19.36
GaiaSource_469054-469108_p.csv.gz,1.031,359.437,10.931,14.426
GaiaSource_469109-469199_p.csv.gz,1.164,359.045,11.453,16.626
GaiaSource_469200-469267_p.csv.gz,0.185,358.095,10.896,16.367
GaiaSource_469268-469314_p.csv.gz,0.249,3.594,10.731,14.243
GaiaSource_469315-469353_p.csv.gz,1.934,4.702,10.465,13.399
GaiaSource_469354-469410_p.csv.gz,0.175,4.854,10.829,15.797
GaiaSource_469411-469481_p.csv.gz,0.758,4.995,11.917,16.439
GaiaSource_469482-469598_p.csv.gz,0.547,356.406,11.173,20.023
GaiaSource_469599-469777_p.csv.gz,0.579,359.673,13.776,21.051
GaiaSource_469778-469896_p.csv.gz,0.399,5.793,13.547,19.033
GaiaSource_469897-470028_p.csv.gz,3.526,359.347,10.454,20.448
GaiaSource_470029-470065_p.csv.gz,3.947,6.521,10.252,13.154
GaiaSource_470066-470099_p.csv.gz,4.861,7.617,9.755,12.954
GaiaSource_470100-470135_p.csv.gz,5.776,8.602,9.814,12.914
GaiaSource_470136-470197_p.csv.gz,3.693,8.305,10.316,15.32
GaiaSource_470198-470263_p.csv.gz,5.147,8.918,11.282,15.289
GaiaSource_470264-470299_p.csv.gz,5.926,10.663,9.017,14.328
GaiaSource_470300-470339_p.csv.gz,7.599,10.843,9.063,12.621
GaiaSource_470340-470374_p.csv.gz,9.328,11.922,8.683,11.51
GaiaSource_470375-470430_p.csv.gz,7.752,12.094,9.097,13.858
GaiaSource_470431-470500_p.csv.gz,7.901,12.263,10.004,14.769
GaiaSource_470501-470598_p.csv.gz,3.952,12.427,9.59,18.538
GaiaSource_470599-470759_p.csv.gz,4.181,10.011,13.096,19.317
GaiaSource_470760-470873_p.csv.gz,6.059,12.324,11.484,18.713
GaiaSource_470874-471029_p.csv.gz,7.93,13.595,12.429,18.482
GaiaSource_471030-471072_p.csv.gz,3.8,19.11,0.842,16.984
GaiaSource_471073-471091_p.csv.gz,9.84,11.622,2.097,4.086
GaiaSource_471092-471110_p.csv.gz,10.587,12.987,0.878,3.816
GaiaSource_471111-471142_p.csv.gz,11.354,13.86,0.44,3.249
GaiaSource_471143-471165_p.csv.gz,11.733,13.942,1.33,3.773
GaiaSource_471166-471179_p.csv.gz,9.91,13.827,1.314,5.609
GaiaSource_471180-471196_p.csv.gz,10.624,12.272,2.932,4.847
GaiaSource_471197-471212_p.csv.gz,10.112,12.376,3.221,5.877
GaiaSource_471213-471227_p.csv.gz,10.822,12.477,3.824,5.744
GaiaSource_471228-471243_p.csv.gz,11.162,13.416,2.654,5.317
GaiaSource_471244-471261_p.csv.gz,12.379,14.148,2.379,4.373
GaiaSource_471262-471276_p.csv.gz,11.877,14.036,2.816,5.329
GaiaSource_471277-471302_p.csv.gz,11.504,15.812,0.304,5.344
GaiaSource_471303-471334_p.csv.gz,13.102,15.594,-0.142,2.672
GaiaSource_471335-471359_p.csv.gz,13.484,15.813,0.749,3.267
GaiaSource_471360-471425_p.csv.gz,13.672,17.864,-0.887,4.014
GaiaSource_471426-471461_p.csv.gz,13.391,16.025,1.57,4.463
GaiaSource_471462-471526_p.csv.gz,13.898,17.758,0.744,5.361
GaiaSource_471527-471560_p.csv.gz,10.395,17.962,0.315,8.497
GaiaSource_471561-471575_p.csv.gz,10.713,12.675,4.643,6.931
GaiaSource_471576-471593_p.csv.gz,10.584,12.773,5.011,7.527
GaiaSource_471594-471612_p.csv.gz,10.899,12.873,5.537,7.832
GaiaSource_471613-471633_p.csv.gz,11.556,13.992,4.15,7.112
GaiaSource_471634-471659_p.csv.gz,12.269,14.695,4.162,7.126
GaiaSource_471660-471682_p.csv.gz,10.857,14.896,4.445,8.914
GaiaSource_471683-471703_p.csv.gz,10.951,13.061,6.359,8.73
GaiaSource_471704-471728_p.csv.gz,10.861,13.159,6.805,9.477
GaiaSource_471729-471754_p.csv.gz,11.751,14.211,6.236,9.207
GaiaSource_471755-471783_p.csv.gz,12.815,15.086,5.954,8.63
GaiaSource_471784-471816_p.csv.gz,12.106,16.64,3.876,9.237
GaiaSource_471817-471852_p.csv.gz,13.892,16.441,3.502,6.556
GaiaSource_471853-471901_p.csv.gz,14.733,18.042,2.676,6.783
GaiaSource_471902-471940_p.csv.gz,14.395,18.463,3.126,7.756
GaiaSource_471941-471985_p.csv.gz,14.141,16.839,5.222,8.356
GaiaSource_471986-472029_p.csv.gz,15.288,18.446,4.471,8.287
GaiaSource_472030-472088_p.csv.gz,13.497,21.739,-1.51,8.051
GaiaSource_472089-472142_p.csv.gz,16.688,19.91,-1.835,2.047
GaiaSource_472143-472187_p.csv.gz,18.414,21.036,-1.876,1.263
GaiaSource_472188-472228_p.csv.gz,16.741,20.827,-1.243,3.535
GaiaSource_472229-472286_p.csv.gz,17.384,21.068,-0.516,4.052
GaiaSource_472287-472328_p.csv.gz,18.304,22.702,-2.202,3.198
GaiaSource_472329-472368_p.csv.gz,20.004,22.482,-2.609,0.465
GaiaSource_472369-472398_p.csv.gz,20.995,23.34,-2.877,0.132
GaiaSource_472399-472420_p.csv.gz,22.013,24.193,-3.216,-0.512
GaiaSource_472421-472454_p.csv.gz,20.516,24.415,-2.874,1.616
GaiaSource_472455-472500_p.csv.gz,20.298,22.921,-0.891,2.261
GaiaSource_472501-472555_p.csv.gz,21.427,24.632,-1.706,2.202
GaiaSource_472556-472624_p.csv.gz,16.986,24.846,-2.206,6.79
GaiaSource_472625-472665_p.csv.gz,18.389,21.362,1.412,5.171
GaiaSource_472666-472713_p.csv.gz,17.805,21.993,1.718,6.67
GaiaSource_472714-472767_p.csv.gz,17.782,20.842,4.065,7.429
GaiaSource_472768-472833_p.csv.gz,19.122,23.39,1.677,6.789
GaiaSource_472834-472886_p.csv.gz,20.586,23.481,0.824,4.116
GaiaSource_472887-472938_p.csv.gz,21.846,25.059,0.083,3.997
GaiaSource_472939-472982_p.csv.gz,21.189,25.27,0.699,5.513
GaiaSource_472983-473030_p.csv.gz,21.401,24.618,2.217,6.128
GaiaSource_473031-473060_p.csv.gz,23.014,25.477,2.018,4.871
GaiaSource_473061-473097_p.csv.gz,11.131,25.679,-0.908,14.524
GaiaSource_473098-473135_p.csv.gz,11.073,13.698,8.235,11.283
GaiaSource_473136-473180_p.csv.gz,12.103,15.199,7.447,11.169
GaiaSource_473181-473241_p.csv.gz,11.375,15.823,7.743,12.822
GaiaSource_473242-473318_p.csv.gz,11.542,15.822,8.947,13.722
GaiaSource_473319-473402_p.csv.gz,12.806,17.754,6.868,12.854
GaiaSource_473403-473477_p.csv.gz,15.13,19.501,6.269,11.368
GaiaSource_473478-473570_p.csv.gz,14.86,19.35,7.621,12.575
GaiaSource_473571-473680_p.csv.gz,11.326,19.539,7.468,16.478
GaiaSource_473681-473855_p.csv.gz,11.626,17.767,11.065,17.667
GaiaSource_473856-473992_p.csv.gz,14.659,20.258,9.272,15.142
GaiaSource_473993-474137_p.csv.gz,14.204,23.373,5.642,16.496
GaiaSource_474138-474211_p.csv.gz,18.299,22.446,4.714,9.53
GaiaSource_474212-474294_p.csv.gz,18.145,22.645,5.615,11.041
GaiaSource_474295-474383_p.csv.gz,19.549,24.37,4.959,11.011
GaiaSource_474384-474437_p.csv.gz,21.788,25.027,4.012,7.93
GaiaSource_474438-474494_p.csv.gz,23.252,26.285,3.815,7.186
GaiaSource_474495-474648_p.csv.gz,18.856,26.909,4.194,13.39
GaiaSource_474649-474770_p.csv.gz,18.69,23.761,8.318,14.037
GaiaSource_474771-474914_p.csv.gz,19.406,25.497,7.67,15.232
GaiaSource_474915-475046_p.csv.gz,22.312,27.229,7.139,13.033
GaiaSource_475047-475149_p.csv.gz,8.485,37.68,-17.613,13.902
GaiaSource_475150-475287_p.csv.gz,19.113,24.079,-19.199,-13.639
GaiaSource_475288-475414_p.csv.gz,20.016,25.85,-19.929,-12.506
GaiaSource_475415-475588_p.csv.gz,22.339,27.622,-20.664,-14.456
GaiaSource_475589-475701_p.csv.gz,20.022,28.19,-19.676,-10.217
GaiaSource_475702-475789_p.csv.gz,20.881,25.234,-15.482,-10.133
GaiaSource_475790-475852_p.csv.gz,21.152,24.332,-13.369,-9.513
GaiaSource_475853-475943_p.csv.gz,22.316,26.978,-16.195,-10.214
GaiaSource_475944-476062_p.csv.gz,24.066,28.735,-17.056,-11.544
GaiaSource_476063-476160_p.csv.gz,22.914,31.201,-20.081,-10.398
GaiaSource_476161-476367_p.csv.gz,25.417,31.206,-22.343,-15.915
GaiaSource_476368-476605_p.csv.gz,28.208,34.845,-23.909,-16.116
GaiaSource_476606-476789_p.csv.gz,26.991,35.351,-22.657,-13.078
GaiaSource_476790-476927_p.csv.gz,27.516,32.993,-17.615,-11.828
GaiaSource_476928-477103_p.csv.gz,29.883,35.831,-20.372,-13.794
GaiaSource_477104-477208_p.csv.gz,21.418,36.292,-21.17,-5.126
GaiaSource_477209-477258_p.csv.gz,21.68,24.856,-11.615,-7.746
GaiaSource_477259-477316_p.csv.gz,22.083,26.28,-11.97,-6.895
GaiaSource_477317-477352_p.csv.gz,21.978,24.5,-9.368,-6.393
GaiaSource_477353-477394_p.csv.gz,22.591,25.517,-9.962,-5.964
GaiaSource_477395-477443_p.csv.gz,23.35,27.547,-11.749,-6.664
GaiaSource_477444-477512_p.csv.gz,24.845,28.318,-13.172,-9.152
GaiaSource_477513-477586_p.csv.gz,25.369,29.742,-13.404,-7.992
GaiaSource_477587-477640_p.csv.gz,25.617,28.806,-11.27,-7.367
GaiaSource_477641-477699_p.csv.gz,22.578,30.221,-12.682,-4.025
GaiaSource_477700-477728_p.csv.gz,22.616,24.985,-7.594,-4.919
GaiaSource_477729-477749_p.csv.gz,22.794,24.811,-6.778,-4.386
GaiaSource_477750-477777_p.csv.gz,23.514,25.999,-8.123,-4.802
GaiaSource_477778-477806_p.csv.gz,24.369,26.699,-8.164,-5.15
GaiaSource_477807-477829_p.csv.gz,23.048,26.934,-7.813,-3.326
GaiaSource_477830-477846_p.csv.gz,23.161,25.045,-5.821,-3.495
GaiaSource_477847-477862_p.csv.gz,23.278,25.374,-5.533,-2.983
GaiaSource_477863-477878_p.csv.gz,23.39,25.274,-4.932,-2.603
GaiaSource_477879-477895_p.csv.gz,23.972,26.307,-6.036,-3.015
GaiaSource_477896-477915_p.csv.gz,24.874,26.893,-6.519,-4.12
GaiaSource_477916-477932_p.csv.gz,24.831,27.006,-6.076,-3.365
GaiaSource_477933-477949_p.csv.gz,25.528,27.255,-5.495,-3.469
GaiaSource_477950-477986_p.csv.gz,24.76,28.962,-9.138,-4.023
GaiaSource_477987-478021_p.csv.gz,26.356,29.274,-9.362,-5.583
GaiaSource_478022-478073_p.csv.gz,27.526,30.407,-9.716,-6.424
GaiaSource_478074-478102_p.csv.gz,26.314,30.204,-8.916,-4.417
GaiaSource_478103-478125_p.csv.gz,26.54,28.793,-6.931,-4.065
GaiaSource_478126-478152_p.csv.gz,27.234,29.73,-7.445,-4.102
GaiaSource_478153-478189_p.csv.gz,28.114,30.586,-7.865,-4.769
GaiaSource_478190-478261_p.csv.gz,25.695,33.68,-14.123,-4.811
GaiaSource_478262-478364_p.csv.gz,28.814,33.217,-14.839,-9.415
GaiaSource_478365-478449_p.csv.gz,29.053,33.133,-13.331,-8.522
GaiaSource_478450-478577_p.csv.gz,30.541,36.19,-16.823,-9.858
GaiaSource_478578-478691_p.csv.gz,31.96,36.96,-15.662,-9.947
GaiaSource_478692-478765_p.csv.gz,28.97,36.846,-14.946,-5.917
GaiaSource_478766-478841_p.csv.gz,30.213,33.855,-11.284,-6.914
GaiaSource_478842-478895_p.csv.gz,29.419,33.64,-10.345,-5.21
GaiaSource_478896-478951_p.csv.gz,30.814,34.02,-9.493,-5.563
GaiaSource_478952-479028_p.csv.gz,31.132,35.858,-11.994,-5.915
GaiaSource_479029-479113_p.csv.gz,33.249,37.599,-12.708,-7.406
GaiaSource_479114-479173_p.csv.gz,33.256,36.612,-10.627,-6.627
GaiaSource_479174-479237_p.csv.gz,28.021,43.158,-23.509,-7.326
GaiaSource_479238-479533_p.csv.gz,32.698,40.411,-26.491,-18.262
GaiaSource_479534-479834_p.csv.gz,34.056,43.461,-26.812,-15.917
GaiaSource_479835-480076_p.csv.gz,34.537,41.635,-23.151,-14.672
GaiaSource_480077-480386_p.csv.gz,36.979,47.289,-28.176,-16.042
GaiaSource_480387-480809_p.csv.gz,40.531,51.192,-29.902,-18.723
GaiaSource_480810-481133_p.csv.gz,41.566,50.114,-26.514,-17.063
GaiaSource_481134-481378_p.csv.gz,34.991,51.371,-27.564,-10.054
GaiaSource_481379-481511_p.csv.gz,35.434,40.499,-17.078,-11.347
GaiaSource_481512-481686_p.csv.gz,37.188,43.894,-19.629,-11.756
GaiaSource_481687-481820_p.csv.gz,36.194,44.274,-18.393,-9.333
GaiaSource_481821-481916_p.csv.gz,36.41,40.832,-14.377,-9.408
GaiaSource_481917-481993_p.csv.gz,36.292,40.595,-13.173,-8.025
GaiaSource_481994-482089_p.csv.gz,38.022,42.871,-14.791,-8.711
GaiaSource_482090-482202_p.csv.gz,39.965,44.642,-15.522,-10.009
GaiaSource_482203-482293_p.csv.gz,40.302,44.62,-13.939,-9.037
GaiaSource_482294-482495_p.csv.gz,39.702,48.645,-20.955,-10.668
GaiaSource_482496-482734_p.csv.gz,44.287,51.265,-22.196,-14.352
GaiaSource_482735-482907_p.csv.gz,42.881,51.57,-20.992,-11.333
GaiaSource_482908-483027_p.csv.gz,43.264,48.056,-16.439,-10.699
GaiaSource_483028-483188_p.csv.gz,45.029,51.342,-18.561,-11.028
GaiaSource_483189-483328_p.csv.gz,23.58,52.564,-24.752,5.927
GaiaSource_483329-483343_p.csv.gz,23.478,25.047,-3.487,-1.777
GaiaSource_483344-483358_p.csv.gz,24.201,25.766,-3.901,-2.19
GaiaSource_483359-483373_p.csv.gz,23.564,25.665,-3.44,-0.885
GaiaSource_483374-483386_p.csv.gz,24.26,25.855,-3.011,-1.055
GaiaSource_483387-483399_p.csv.gz,24.499,26.758,-4.252,-1.382
GaiaSource_483400-483413_p.csv.gz,25.324,27.205,-4.737,-2.403
GaiaSource_483414-483427_p.csv.gz,25.433,27.532,-4.446,-1.886
GaiaSource_483428-483439_p.csv.gz,25.542,26.978,-3.223,-1.574
GaiaSource_483440-483452_p.csv.gz,26.128,27.563,-3.708,-2.058
GaiaSource_483453-483476_p.csv.gz,23.785,27.67,-3.942,0.561
GaiaSource_483477-483508_p.csv.gz,24.003,26.341,-2.116,0.9
GaiaSource_483509-483528_p.csv.gz,24.851,27.194,-2.464,0.565
GaiaSource_483529-483541_p.csv.gz,25.891,27.645,-2.88,-0.608
GaiaSource_483542-483556_p.csv.gz,25.866,27.967,-2.657,-0.091
GaiaSource_483557-483572_p.csv.gz,25.977,27.649,-1.899,0.215
GaiaSource_483573-483587_p.csv.gz,25.494,29.378,-4.64,-0.132
GaiaSource_483588-483604_p.csv.gz,27.029,28.701,-5.283,-3.167
GaiaSource_483605-483621_p.csv.gz,27.141,29.317,-5.305,-2.585
GaiaSource_483622-483637_p.csv.gz,27.249,29.132,-4.546,-2.204
GaiaSource_483638-483659_p.csv.gz,27.835,30.173,-5.658,-2.623
GaiaSource_483660-483689_p.csv.gz,28.767,31.023,-6.01,-3.134
GaiaSource_483690-483714_p.csv.gz,27.36,31.244,-5.656,-1.143
GaiaSource_483715-483731_p.csv.gz,27.466,29.058,-3.338,-1.377
GaiaSource_483732-483751_p.csv.gz,27.576,29.752,-3.515,-0.794
GaiaSource_483752-483775_p.csv.gz,27.68,29.963,-2.752,-0.207
GaiaSource_483776-483798_p.csv.gz,28.905,31.055,-4.491,-2.014
GaiaSource_483799-483825_p.csv.gz,29.122,31.378,-4.062,-1.182
GaiaSource_483826-483871_p.csv.gz,24.211,31.672,-4.953,3.462
GaiaSource_483872-483910_p.csv.gz,24.419,27.621,-0.947,2.981
GaiaSource_483911-483941_p.csv.gz,26.031,28.474,-1.154,1.701
GaiaSource_483942-483969_p.csv.gz,24.872,28.685,-0.67,3.688
GaiaSource_483970-484035_p.csv.gz,24.438,27.872,0.953,4.77
GaiaSource_484036-484084_p.csv.gz,26.288,28.896,0.635,3.795
GaiaSource_484085-484136_p.csv.gz,26.343,30.707,-1.991,3.453
GaiaSource_484137-484190_p.csv.gz,28.237,31.751,-2.766,1.795
GaiaSource_484191-484237_p.csv.gz,28.047,32.175,-2.231,2.762
GaiaSource_484238-484263_p.csv.gz,28.418,30.596,0.081,2.799
GaiaSource_484264-484316_p.csv.gz,28.524,32.036,-1.035,3.522
GaiaSource_484317-484367_p.csv.gz,27.308,35.083,-6.367,2.678
GaiaSource_484368-484407_p.csv.gz,30.395,33.003,-6.721,-3.548
GaiaSource_484408-484449_p.csv.gz,31.249,34.447,-7.698,-3.767
GaiaSource_484450-484482_p.csv.gz,30.772,34.665,-7.078,-2.556
GaiaSource_484483-484508_p.csv.gz,30.877,32.896,-5.062,-2.653
GaiaSource_484509-484532_p.csv.gz,30.827,33.006,-4.617,-1.891
GaiaSource_484533-484555_p.csv.gz,31.678,34.017,-5.28,-2.245
GaiaSource_484556-484583_p.csv.gz,32.688,34.876,-5.638,-2.908
