filename,l_min,l_max,b_min,b_max
GaiaSource_491002-491054_p.csv.gz,46.09,53.832,-5.615,3.009
GaiaSource_491055-491115_p.csv.gz,47.411,50.718,-2.32,1.697
GaiaSource_491116-491154_p.csv.gz,46.857,50.938,-1.719,3.035
GaiaSource_491155-491176_p.csv.gz,47.169,49.437,0.377,3.203
GaiaSource_491177-491201_p.csv.gz,47.501,50.142,0.294,3.639
GaiaSource_491202-491234_p.csv.gz,48.56,51.164,-0.46,2.42
GaiaSource_491235-491268_p.csv.gz,48.265,52.596,-2.18,3.008
GaiaSource_491269-491331_p.csv.gz,49.809,53.171,-3.076,0.632
GaiaSource_491332-491357_p.csv.gz,51.87,54.074,-3.355,-0.917
GaiaSource_491358-491403_p.csv.gz,50.311,54.511,-3.066,1.811
GaiaSource_491404-491479_p.csv.gz,50.54,54.371,-2.02,2.545
GaiaSource_491480-491562_p.csv.gz,19.761,356.683,-17.918,40.85
GaiaSource_491563-491829_p.csv.gz,1.232,359.867,17.143,24.722
GaiaSource_491830-492139_p.csv.gz,1.016,356.851,16.823,27.356
GaiaSource_492140-492522_p.csv.gz,1.617,356.893,19.726,29.572
GaiaSource_492523-492774_p.csv.gz,0.955,11.106,16.047,26.544
GaiaSource_492775-493031_p.csv.gz,6.519,14.281,15.11,23.203
GaiaSource_493032-493383_p.csv.gz,3.876,13.656,16.847,26.987
GaiaSource_493384-493804_p.csv.gz,4.549,355.871,16.038,35.141
GaiaSource_493805-494390_p.csv.gz,0.088,355.767,24.14,35.769
GaiaSource_494391-494919_p.csv.gz,0.096,13.418,21.64,35.153
GaiaSource_494920-495475_p.csv.gz,4.373,16.62,22.401,34.681
GaiaSource_495476-495797_p.csv.gz,4.15,22.848,14.061,33.359
GaiaSource_495798-496031_p.csv.gz,13.677,20.999,12.888,21.325
GaiaSource_496032-496317_p.csv.gz,11.65,21.371,14.096,24.962
GaiaSource_496318-496638_p.csv.gz,14.468,22.705,16.524,25.19
GaiaSource_496639-496791_p.csv.gz,16.903,25.631,11.639,21.465
GaiaSource_496792-496943_p.csv.gz,20.121,26.314,11.263,18.847
GaiaSource_496944-497073_p.csv.gz,23.179,28.063,10.875,16.948
GaiaSource_497074-497268_p.csv.gz,19.937,28.481,11.556,21.222
GaiaSource_497269-497497_p.csv.gz,20.301,28.084,13.359,22.598
GaiaSource_497498-497738_p.csv.gz,13.021,29.862,11.946,29.771
GaiaSource_497739-498099_p.csv.gz,13.301,22.508,19.556,29.214
GaiaSource_498100-498534_p.csv.gz,12.693,23.481,21.365,32.539
GaiaSource_498535-498893_p.csv.gz,16.72,27.326,18.867,30.988
GaiaSource_498894-499174_p.csv.gz,22.929,30.39,17.525,25.656
GaiaSource_499175-499564_p.csv.gz,20.668,30.555,19.394,29.933
GaiaSource_499565-500276_p.csv.gz,13.82,354.37,14.655,49.123
GaiaSource_500277-501155_p.csv.gz,3.744,356.417,27.705,45.451
GaiaSource_501156-502152_p.csv.gz,5.335,354.915,29.542,49.885
GaiaSource_502153-503324_p.csv.gz,5.688,354.454,34.366,53.569
GaiaSource_503325-504180_p.csv.gz,2.487,27.926,26.213,50.302
GaiaSource_504181-504873_p.csv.gz,13.802,28.642,26.172,40.652
GaiaSource_504874-505420_p.csv.gz,21.791,33.122,24.105,35.526
GaiaSource_505421-506182_p.csv.gz,14.49,34.42,26.085,45.237
GaiaSource_506183-507173_p.csv.gz,15.248,32.505,30.928,47.74
GaiaSource_507174-507924_p.csv.gz,11.331,45.718,10.34,44.595
GaiaSource_507925-508013_p.csv.gz,26.866,30.994,9.215,14.044
GaiaSource_508014-508122_p.csv.gz,26.736,31.492,10.111,15.707
GaiaSource_508123-508208_p.csv.gz,28.5,33.268,8.785,14.86
GaiaSource_508209-508277_p.csv.gz,31.227,34.588,8.071,12.066
GaiaSource_508278-508370_p.csv.gz,30.249,34.599,8.855,14.146
GaiaSource_508371-508500_p.csv.gz,27.157,35.454,8.785,18.432
GaiaSource_508501-508680_p.csv.gz,27.591,33.873,12.454,19.679
GaiaSource_508681-508817_p.csv.gz,30.786,35.929,11.319,17.083
GaiaSource_508818-508949_p.csv.gz,30.037,38.904,7.36,18.238
GaiaSource_508950-509012_p.csv.gz,33.824,37.265,6.538,10.928
GaiaSource_509013-509075_p.csv.gz,34.05,38.426,6.652,12.085
GaiaSource_509076-509156_p.csv.gz,34.286,38.353,8.175,12.975
GaiaSource_509157-509213_p.csv.gz,35.464,40.141,5.944,11.99
GaiaSource_509214-509262_p.csv.gz,37.266,40.455,5.592,9.5
GaiaSource_509263-509306_p.csv.gz,38.982,41.585,5.511,8.659
GaiaSource_509307-509370_p.csv.gz,37.193,41.395,6.17,11.274
GaiaSource_509371-509432_p.csv.gz,38.684,42.067,7.021,10.891
GaiaSource_509433-509540_p.csv.gz,34.201,41.885,6.878,15.522
GaiaSource_509541-509675_p.csv.gz,34.681,39.646,10.849,16.519
GaiaSource_509676-509774_p.csv.gz,36.587,41.426,8.887,15.222
GaiaSource_509775-509878_p.csv.gz,38.179,42.846,8.805,14.805
GaiaSource_509879-510031_p.csv.gz,28.033,43.376,7.362,24.015
GaiaSource_510032-510271_p.csv.gz,28.5,35.173,15.413,23.242
GaiaSource_510272-510516_p.csv.gz,28.988,38.08,14.691,25.509
GaiaSource_510517-510851_p.csv.gz,29.488,38.042,17.728,27.264
GaiaSource_510852-511083_p.csv.gz,32.01,41.599,13.256,25.271
GaiaSource_511084-511277_p.csv.gz,35.718,42.187,12.533,20.279
GaiaSource_511278-511440_p.csv.gz,39.264,43.934,12.339,18.301
GaiaSource_511441-511697_p.csv.gz,35.661,44.521,13.057,23.748
GaiaSource_511698-511953_p.csv.gz,38.672,45.146,15.336,22.984
GaiaSource_511954-512028_p.csv.gz,35.193,50.306,4.543,21.012
GaiaSource_512029-512067_p.csv.gz,40.699,43.729,4.504,8.091
GaiaSource_512068-512101_p.csv.gz,42.297,44.737,3.992,6.814
GaiaSource_512102-512146_p.csv.gz,40.944,44.982,4.471,9.24
GaiaSource_512147-512207_p.csv.gz,41.183,44.367,5.976,9.86
GaiaSource_512208-512261_p.csv.gz,42.35,46.699,3.789,9.162
GaiaSource_512262-512297_p.csv.gz,43.934,46.454,3.321,6.29
GaiaSource_512298-512335_p.csv.gz,44.544,47.318,3.055,6.717
GaiaSource_512336-512362_p.csv.gz,45.847,48.176,2.798,5.774
GaiaSource_512363-512402_p.csv.gz,44.376,48.42,3.124,7.872
GaiaSource_512403-512455_p.csv.gz,44.63,47.808,4.627,8.484
GaiaSource_512456-512507_p.csv.gz,46.067,48.95,4.429,7.677
GaiaSource_512508-512592_p.csv.gz,41.132,48.773,4.102,12.672
GaiaSource_512593-512695_p.csv.gz,41.659,46.296,7.412,13.373
GaiaSource_512696-512788_p.csv.gz,43.092,47.95,6.879,13.277
GaiaSource_512789-512855_p.csv.gz,45.146,48.904,5.784,10.37
GaiaSource_512856-512928_p.csv.gz,45.34,49.606,6.364,11.528
GaiaSource_512929-513016_p.csv.gz,45.836,50.021,7.615,12.378
GaiaSource_513017-513045_p.csv.gz,44.884,52.694,1.869,10.7
GaiaSource_513046-513072_p.csv.gz,47.568,49.827,2.306,5.121
GaiaSource_513073-513101_p.csv.gz,48.43,50.772,1.842,4.805
GaiaSource_513102-513140_p.csv.gz,49.292,51.635,1.539,4.489
GaiaSource_513141-513175_p.csv.gz,47.819,51.878,1.847,6.565
GaiaSource_513176-513215_p.csv.gz,48.071,50.805,4.227,7.16
GaiaSource_513216-513249_p.csv.gz,49.466,52.133,3.015,5.801
GaiaSource_513250-513288_p.csv.gz,49.242,53.617,1.236,6.528
GaiaSource_513289-513348_p.csv.gz,50.882,54.168,0.416,4.168
GaiaSource_513349-513383_p.csv.gz,52.636,55.118,0.208,2.994
GaiaSource_513384-513422_p.csv.gz,51.275,55.364,0.645,5.331
GaiaSource_513423-513465_p.csv.gz,51.53,54.148,2.704,5.775
GaiaSource_513466-513508_p.csv.gz,52.402,55.611,1.829,5.621
GaiaSource_513509-513555_p.csv.gz,48.331,55.877,1.231,9.425
GaiaSource_513556-513608_p.csv.gz,48.601,51.786,5.095,8.911
GaiaSource_513609-513660_p.csv.gz,50.19,52.943,4.997,8.139
GaiaSource_513661-513732_p.csv.gz,48.582,52.783,5.674,10.646
GaiaSource_513733-513797_p.csv.gz,50.318,54.672,4.764,10.011
GaiaSource_513798-513845_p.csv.gz,51.781,54.54,4.322,7.45
GaiaSource_513846-513888_p.csv.gz,52.941,56.145,3.591,7.366
GaiaSource_513889-513939_p.csv.gz,52.351,56.426,4.171,8.813
GaiaSource_513940-514006_p.csv.gz,52.641,56.271,5.054,9.468
GaiaSource_514007-514100_p.csv.gz,42.212,57.226,2.028,18.144
GaiaSource_514101-514251_p.csv.gz,42.789,47.414,10.934,16.843
GaiaSource_514252-514384_p.csv.gz,44.535,49.514,9.493,16.141
GaiaSource_514385-514511_p.csv.gz,46.287,50.899,9.58,15.438
GaiaSource_514512-514696_p.csv.gz,43.19,51.523,10.249,19.998
GaiaSource_514697-514899_p.csv.gz,44.503,50.838,12.492,20.759
GaiaSource_514900-515083_p.csv.gz,46.367,54.753,9.519,19.325
GaiaSource_515084-515176_p.csv.gz,49.755,53.805,8.003,12.635
GaiaSource_515177-515288_p.csv.gz,49.786,54.411,8.88,14.221
GaiaSource_515289-515386_p.csv.gz,51.536,56.151,7.677,13.445
GaiaSource_515387-515471_p.csv.gz,53.57,57.914,7.086,12.234
GaiaSource_515472-515583_p.csv.gz,53.893,58.573,8.531,13.363
GaiaSource_515584-515740_p.csv.gz,50.177,55.722,11.21,16.885
GaiaSource_515741-515911_p.csv.gz,51.775,57.769,10.27,17.966
GaiaSource_515912-516082_p.csv.gz,54.698,59.919,10.534,16.429
GaiaSource_516083-516513_p.csv.gz,29.352,59.789,5.163,35.228
GaiaSource_516514-517081_p.csv.gz,30.537,41.563,23.046,34.284
GaiaSource_517082-517446_p.csv.gz,35.055,44.988,18.437,30.887
GaiaSource_517447-517863_p.csv.gz,38.276,47.773,18.821,30.518
GaiaSource_517864-518434_p.csv.gz,31.91,49.398,20.309,38.689
GaiaSource_518435-519247_p.csv.gz,33.474,47.25,26.888,41.142
GaiaSource_519248-519942_p.csv.gz,40.223,51.256,25.183,36.943
GaiaSource_519943-520394_p.csv.gz,39.863,56.72,17.372,35.224
GaiaSource_520395-520696_p.csv.gz,47.277,54.637,15.96,23.702
GaiaSource_520697-521112_p.csv.gz,45.748,55.463,18.063,27.776
GaiaSource_521113-521421_p.csv.gz,49.422,58.565,14.624,25.843
GaiaSource_521422-521692_p.csv.gz,54.489,61.197,13.381,20.702
GaiaSource_521693-522063_p.csv.gz,53.088,61.631,14.811,24.411
GaiaSource_522064-522550_p.csv.gz,47.519,64.121,14.624,31.896
GaiaSource_522551-523221_p.csv.gz,49.581,60.443,22.666,33.875
GaiaSource_523222-523751_p.csv.gz,53.83,65.569,18.985,31.249
GaiaSource_523752-524427_p.csv.gz,69.111,302.944,-27.139,24.312
GaiaSource_524428-525308_p.csv.gz,290.262,306.122,-38.147,-27.599
GaiaSource_525309-526199_p.csv.gz,285.22,299.391,-40.271,-28.283
GaiaSource_526200-527232_p.csv.gz,285.23,308.317,-44.187,-30.464
GaiaSource_527233-528422_p.csv.gz,276.284,301.588,-50.525,-29.126
GaiaSource_528423-528606_p.csv.gz,284.158,289.784,-34.59,-29.247
GaiaSource_528607-528723_p.csv.gz,283.097,287.565,-34.475,-29.425
GaiaSource_528724-528763_p.csv.gz,281.817,284.26,-32.088,-29.595
GaiaSource_528764-528815_p.csv.gz,281.571,285.766,-34.535,-31.005
GaiaSource_528816-528849_p.csv.gz,281.668,284.011,-34.344,-31.761
GaiaSource_528850-528870_p.csv.gz,280.796,282.946,-33.887,-31.848
GaiaSource_528871-528887_p.csv.gz,280.582,282.674,-34.475,-32.879
GaiaSource_528888-528971_p.csv.gz,280.274,288.651,-38.078,-32.272
GaiaSource_528972-529167_p.csv.gz,280.605,288.057,-39.742,-33.467
GaiaSource_529168-529216_p.csv.gz,280.509,284.013,-36.873,-33.932
GaiaSource_529217-529234_p.csv.gz,280.438,282.367,-35.523,-33.99
GaiaSource_529235-529246_p.csv.gz,279.758,281.216,-35.487,-34.148
GaiaSource_529247-529270_p.csv.gz,279.548,282.091,-36.709,-34.714
GaiaSource_529271-529377_p.csv.gz,278.171,284.046,-39.446,-34.902
GaiaSource_529378-529437_p.csv.gz,276.254,285.371,-39.132,-29.64
GaiaSource_529438-529452_p.csv.gz,280.595,282.516,-32.083,-30.474
GaiaSource_529453-529464_p.csv.gz,280.195,281.649,-32.091,-30.803
GaiaSource_529465-529485_p.csv.gz,279.683,281.625,-32.102,-29.716
GaiaSource_529486-529515_p.csv.gz,278.83,280.759,-32.117,-29.745
GaiaSource_529516-529538_p.csv.gz,278.026,281.758,-32.975,-30.729
GaiaSource_529539-529547_p.csv.gz,280.347,281.446,-33.184,-31.942
GaiaSource_529548-529556_p.csv.gz,279.902,280.999,-33.195,-31.937
GaiaSource_529557-529566_p.csv.gz,279.249,280.549,-33.238,-31.97
GaiaSource_529567-529575_p.csv.gz,279.171,281.141,-33.917,-32.647
GaiaSource_529576-529584_p.csv.gz,279.239,280.841,-34.413,-33.035
GaiaSource_529585-529596_p.csv.gz,278.782,280.146,-34.342,-33.055
GaiaSource_529597-529615_p.csv.gz,278.147,280.34,-34.346,-31.945
GaiaSource_529616-529648_p.csv.gz,277.265,279.448,-34.424,-31.964
GaiaSource_529649-529696_p.csv.gz,276.255,280.284,-34.422,-29.769
GaiaSource_529697-529734_p.csv.gz,276.253,278.787,-32.204,-29.792
GaiaSource_529735-529791_p.csv.gz,274.531,277.679,-32.178,-29.799
GaiaSource_529792-529822_p.csv.gz,275.71,278.295,-33.357,-31.911
GaiaSource_529823-529870_p.csv.gz,274.604,277.613,-34.537,-31.922
GaiaSource_529871-529921_p.csv.gz,272.845,280.481,-35.783,-31.627
GaiaSource_529922-529933_p.csv.gz,278.838,280.492,-35.501,-34.131
GaiaSource_529934-529952_p.csv.gz,277.693,279.919,-35.989,-34.114
GaiaSource_529953-529979_p.csv.gz,277.518,279.951,-36.786,-35.05
GaiaSource_529980-530011_p.csv.gz,276.292,279.169,-36.67,-33.999
GaiaSource_530012-530057_p.csv.gz,275.062,279.564,-38.035,-34.445
GaiaSource_530058-530195_p.csv.gz,273.112,279.366,-39.63,-33.919
GaiaSource_530196-530460_p.csv.gz,269.435,287.062,-45.086,-32.633
GaiaSource_530461-531931_p.csv.gz,267.839,289.871,-51.444,-35.213
GaiaSource_531932-532692_p.csv.gz,263.053,318.538,-61.181,-33.404
GaiaSource_532693-532720_p.csv.gz,301.526,304.812,-43.96,-42.475
GaiaSource_532721-532732_p.csv.gz,301.777,303.396,-44.364,-43.426
GaiaSource_532733-532878_p.csv.gz,295.104,302.747,-46.206,-41.043
GaiaSource_532879-533020_p.csv.gz,295.392,309.515,-47.023,-41.233
GaiaSource_533021-533074_p.csv.gz,302.701,308.321,-44.738,-42.093
GaiaSource_533075-533135_p.csv.gz,301.922,308.902,-46.193,-42.801
GaiaSource_533136-533286_p.csv.gz,298.868,309.514,-47.437,-43.496
GaiaSource_533287-534680_p.csv.gz,278.764,314.113,-55.537,-41.522
GaiaSource_534681-536599_p.csv.gz,269.596,318.538,-61.181,-42.633
GaiaSource_536600-538835_p.csv.gz,255.986,290.444,-63.863,-41.694
GaiaSource_538836-540697_p.csv.gz,248.406,292.5,-69.665,-26.85
GaiaSource_540698-540804_p.csv.gz,271.076,275.525,-32.77,-29.707
GaiaSource_540805-541066_p.csv.gz,267.613,274.394,-34.674,-29.525
GaiaSource_541067-542174_p.csv.gz,259.752,273.89,-39.755,-28.802
GaiaSource_542175-543911_p.csv.gz,254.846,272.707,-48.024,-31.375
GaiaSource_543912-545536_p.csv.gz,246.174,263.636,-45.828,-26.854
GaiaSource_545537-546921_p.csv.gz,238.604,255.373,-38.44,-25.274
GaiaSource_546922-548657_p.csv.gz,233.734,252.906,-43.245,-28.965
GaiaSource_548658-551055_p.csv.gz,226.807,268.862,-58.36,-30.534
GaiaSource_551056-553777_p.csv.gz,226.47,257.695,-61.672,-37.623
GaiaSource_553778-556045_p.csv.gz,219.317,239.304,-52.287,-31.392
GaiaSource_556046-558249_p.csv.gz,63.134,310.879,-75.951,-34.634
GaiaSource_558250-560858_p.csv.gz,270.04,329.415,-69.35,-54.753
GaiaSource_560859-563991_p.csv.gz,238.478,299.541,-81.1,-54.098
GaiaSource_563992-567098_p.csv.gz,15.494,318.572,-78.348,-56.606
GaiaSource_567099-570398_p.csv.gz,15.552,325.021,-78.35,-65.322
GaiaSource_570399-574043_p.csv.gz,111.763,307.598,-82.248,-54.678
GaiaSource_574044-577144_p.csv.gz,202.672,247.746,-70.357,-50.441
GaiaSource_577145-580138_p.csv.gz,191.276,229.943,-66.554,-37.8
GaiaSource_580139-583797_p.csv.gz,162.375,229.355,-77.477,-40.681
GaiaSource_583798-587647_p.csv.gz,148.158,217.24,-80.468,-43.737
GaiaSource_587648-590065_p.csv.gz,162.94,302.93,-56.256,60.162
GaiaSource_590066-590595_p.csv.gz,293.175,302.216,-28.74,-18.567
GaiaSource_590596-591022_p.csv.gz,290.758,301.531,-25.262,-15.69
GaiaSource_591023-591341_p.csv.gz,293.456,300.877,-20.373,-13.531
GaiaSource_591342-591700_p.csv.gz,289.862,298.708,-22.226,-13.926
GaiaSource_591701-592140_p.csv.gz,283.092,299.679,-29.64,-11.743
GaiaSource_592141-592752_p.csv.gz,285.637,294.895,-29.485,-18.308
GaiaSource_592753-593174_p.csv.gz,283.644,294.111,-25.476,-14.258
GaiaSource_593175-593448_p.csv.gz,282.582,292.603,-21.286,-11.404
GaiaSource_593449-593784_p.csv.gz,280.992,289.967,-21.483,-12.631
GaiaSource_593785-594023_p.csv.gz,281.026,300.241,-21.59,-4.089
GaiaSource_594024-594204_p.csv.gz,293.82,299.928,-15.638,-9.917
GaiaSource_594205-594331_p.csv.gz,295.002,299.466,-12.983,-8.467
GaiaSource_594332-594444_p.csv.gz,291.357,297.878,-14.762,-7.62
GaiaSource_594445-594613_p.csv.gz,289.758,295.605,-15.449,-9.995
GaiaSource_594614-594744_p.csv.gz,289.162,294.963,-13.495,-8.485
GaiaSource_594745-594837_p.csv.gz,289.97,294.648,-11.291,-6.977
GaiaSource_594838-594930_p.csv.gz,288.786,292.755,-11.11,-7.136
GaiaSource_594931-595013_p.csv.gz,289.203,299.011,-12.525,-4.089
GaiaSource_595014-595074_p.csv.gz,295.026,298.71,-9.187,-5.548
GaiaSource_595075-595145_p.csv.gz,293.485,296.609,-9.361,-6.122
GaiaSource_595146-595197_p.csv.gz,293.287,296.186,-7.706,-4.852
GaiaSource_595198-595238_p.csv.gz,293.431,298.41,-8.144,-4.089
GaiaSource_595239-595274_p.csv.gz,295.486,298.187,-6.451,-4.086
GaiaSource_595275-595304_p.csv.gz,295.681,297.964,-5.267,-3.355
GaiaSource_595305-595341_p.csv.gz,293.963,297.107,-6.404,-2.873
GaiaSource_595342-595379_p.csv.gz,293.222,295.839,-6.047,-3.911
GaiaSource_595380-595415_p.csv.gz,292.95,295.754,-5.302,-2.793
GaiaSource_595416-595466_p.csv.gz,290.649,296.173,-8.72,-1.872
GaiaSource_595467-595527_p.csv.gz,291.028,294.191,-8.449,-5.412
GaiaSource_595528-595575_p.csv.gz,290.933,293.9,-7.259,-4.316
GaiaSource_595576-595634_p.csv.gz,288.671,292.808,-8.616,-4.551
GaiaSource_595635-595679_p.csv.gz,288.536,291.785,-7.203,-4.068
GaiaSource_595680-595720_p.csv.gz,288.403,293.618,-7.073,-2.516
GaiaSource_595721-595760_p.csv.gz,290.823,293.539,-5.583,-3.165
GaiaSource_595761-595797_p.csv.gz,290.606,293.44,-4.652,-2.196
GaiaSource_595798-595836_p.csv.gz,290.387,292.955,-3.898,-1.4
GaiaSource_595837-595868_p.csv.gz,288.964,292.178,-5.133,-1.515
GaiaSource_595869-595898_p.csv.gz,288.316,290.759,-4.878,-2.4
GaiaSource_595899-595924_p.csv.gz,288.406,291.137,-4.08,-1.718
GaiaSource_595925-595944_p.csv.gz,288.412,290.87,-3.236,-1.015
GaiaSource_595945-595964_p.csv.gz,288.034,289.816,-2.839,-1.065
GaiaSource_595965-596108_p.csv.gz,280.751,294.059,-15.052,-0.928
GaiaSource_596109-596253_p.csv.gz,284.353,290.969,-13.92,-7.668
GaiaSource_596254-596342_p.csv.gz,286.378,290.619,-10.806,-6.552
GaiaSource_596343-596436_p.csv.gz,284.792,289.412,-11.117,-6.647
GaiaSource_596437-596548_p.csv.gz,281.125,289.825,-14.284,-5.752
GaiaSource_596549-596713_p.csv.gz,280.824,286.774,-14.158,-8.309
GaiaSource_596714-596816_p.csv.gz,281.018,286.746,-12.415,-6.856
GaiaSource_596817-596894_p.csv.gz,281.133,286.026,-10.257,-5.489
GaiaSource_596895-596977_p.csv.gz,280.105,284.48,-10.164,-5.84
GaiaSource_596978-597037_p.csv.gz,280.652,289.901,-10.848,-1.878
GaiaSource_597038-597080_p.csv.gz,286.322,289.583,-6.887,-3.9
GaiaSource_597081-597115_p.csv.gz,286.317,288.853,-6.006,-3.46
GaiaSource_597116-597162_p.csv.gz,284.187,288.552,-7.861,-3.575
GaiaSource_597163-597201_p.csv.gz,284.265,287.312,-6.619,-3.871
GaiaSource_597202-597233_p.csv.gz,284.338,287.029,-5.644,-3.154
GaiaSource_597234-597263_p.csv.gz,284.187,289.065,-6.057,-1.465
GaiaSource_597264-597290_p.csv.gz,286.234,288.915,-4.425,-2.012
GaiaSource_597291-597317_p.csv.gz,285.895,288.763,-3.749,-1.232
GaiaSource_597318-597343_p.csv.gz,286.696,288.784,-2.757,-0.455
GaiaSource_597344-597370_p.csv.gz,285.747,287.859,-2.848,-0.541
GaiaSource_597371-597399_p.csv.gz,284.292,287.877,-4.221,-0.421
GaiaSource_597400-597434_p.csv.gz,283.818,286.374,-4.03,-1.458
GaiaSource_597435-597472_p.csv.gz,283.522,286.779,-3.181,0.027
GaiaSource_597473-597523_p.csv.gz,280.738,287.683,-7.121,0.245
GaiaSource_597524-597568_p.csv.gz,282.051,285.294,-6.983,-3.768
GaiaSource_597569-597601_p.csv.gz,282.658,285.218,-5.442,-2.799
GaiaSource_597602-597646_p.csv.gz,280.498,284.734,-6.854,-2.632
GaiaSource_597647-597696_p.csv.gz,279.963,283.222,-6.736,-3.498
GaiaSource_597697-597745_p.csv.gz,280.132,283.144,-5.473,-2.484
GaiaSource_597746-597798_p.csv.gz,279.958,284.983,-5.36,-0.534
GaiaSource_597799-597889_p.csv.gz,280.343,284.85,-3.484,1.093
GaiaSource_597890-597993_p.csv.gz,278.815,283.316,-3.804,0.827
GaiaSource_597994-598400_p.csv.gz,262.378,294.764,-29.127,0.999
GaiaSource_598401-598714_p.csv.gz,279.69,287.555,-29.769,-20.3
GaiaSource_598715-599229_p.csv.gz,276.343,286.21,-28.29,-15.307
GaiaSource_599230-599534_p.csv.gz,276.916,284.973,-19.871,-11.803
GaiaSource_599535-599922_p.csv.gz,274.235,284.116,-21.98,-12.233
GaiaSource_599923-600126_p.csv.gz,269.34,286.279,-29.64,-11.758
GaiaSource_600127-600319_p.csv.gz,276.254,281.67,-29.811,-24.713
GaiaSource_600320-600622_p.csv.gz,272.806,280.982,-29.77,-19.958
GaiaSource_600623-600778_p.csv.gz,274.547,278.32,-29.802,-25.077
GaiaSource_600779-601333_p.csv.gz,269.657,279.204,-27.691,-15.524
GaiaSource_601334-601680_p.csv.gz,268.314,277.791,-21.444,-11.292
GaiaSource_601681-602074_p.csv.gz,266.222,275.661,-21.389,-11.801
GaiaSource_602075-602262_p.csv.gz,267.393,283.936,-19.183,-3.288
GaiaSource_602263-602404_p.csv.gz,276.336,282.935,-13.512,-6.829
GaiaSource_602405-602481_p.csv.gz,278.095,282.261,-9.759,-5.629
GaiaSource_602482-602568_p.csv.gz,276.717,281.544,-10.34,-5.53
GaiaSource_602569-602659_p.csv.gz,273.345,282.192,-13.659,-4.894
GaiaSource_602660-602833_p.csv.gz,273.89,279.334,-13.957,-8.407
GaiaSource_602834-602946_p.csv.gz,273.391,278.746,-11.89,-6.357
GaiaSource_602947-603019_p.csv.gz,273.251,278.126,-9.65,-4.729
GaiaSource_603020-603104_p.csv.gz,272.31,276.807,-9.583,-5.089
GaiaSource_603105-603165_p.csv.gz,272.477,281.613,-10.12,-1.016
GaiaSource_603166-603218_p.csv.gz,277.926,281.572,-6.512,-2.92
GaiaSource_603219-603268_p.csv.gz,276.614,281.23,-6.188,-1.613
GaiaSource_603269-603325_p.csv.gz,276.068,279.382,-6.564,-3.259
GaiaSource_603326-603387_p.csv.gz,275.647,279.24,-5.254,-1.658
GaiaSource_603388-603448_p.csv.gz,276.073,280.861,-4.631,0.09
GaiaSource_603449-603503_p.csv.gz,277.051,280.492,-2.232,1.168
GaiaSource_603504-603564_p.csv.gz,275.187,279.952,-3.375,1.328
GaiaSource_603565-603632_p.csv.gz,274.832,278.464,-2.103,1.48
GaiaSource_603633-603692_p.csv.gz,271.69,279.933,-6.618,1.63
GaiaSource_603693-603737_p.csv.gz,273.875,277.285,-5.402,-1.991
GaiaSource_603738-603782_p.csv.gz,272.623,277.061,-5.805,-1.372
GaiaSource_603783-603832_p.csv.gz,272.335,275.513,-6.168,-3.008
GaiaSource_603833-603880_p.csv.gz,271.839,275.35,-5.01,-1.488
GaiaSource_603881-603940_p.csv.gz,271.627,276.87,-4.625,0.612
GaiaSource_603941-604012_p.csv.gz,272.634,276.721,-2.294,1.775
GaiaSource_604013-604086_p.csv.gz,271.214,275.996,-2.859,1.911
GaiaSource_604087-604234_p.csv.gz,264.198,280.726,-13.653,2.611
GaiaSource_604407-604501_p.csv.gz,269.973,275.535,-11.107,-5.303
GaiaSource_604502-604591_p.csv.gz,269.23,274.284,-9.745,-4.526
GaiaSource_604592-604699_p.csv.gz,266.046,274.91,-13.111,-4.266
GaiaSource_604700-604894_p.csv.gz,266.253,272.395,-13.678,-7.659
GaiaSource_604895-605022_p.csv.gz,265.683,271.91,-11.348,-4.713
GaiaSource_605023-605146_p.csv.gz,265.297,270.471,-9.419,-4.168
GaiaSource_605147-605227_p.csv.gz,265.092,273.902,-9.262,-0.465
GaiaSource_605228-605340_p.csv.gz,268.614,273.441,-5.633,-0.746
GaiaSource_605341-605457_p.csv.gz,267.044,273.384,-5.542,0.905
GaiaSource_605458-605701_p.csv.gz,264.412,273.628,-5.255,4.003
GaiaSource_605702-605806_p.csv.gz,265.785,270.569,-5.588,-0.845
GaiaSource_605807-605881_p.csv.gz,264.572,269.35,-5.62,-0.746
GaiaSource_605882-605953_p.csv.gz,263.699,268.684,-4.215,0.901
GaiaSource_605954-606136_p.csv.gz,263.557,269.707,-2.756,3.363
GaiaSource_606137-606228_p.csv.gz,262.686,297.817,-13.914,20.036
GaiaSource_606229-606266_p.csv.gz,295.029,297.667,-3.867,-1.519
GaiaSource_606267-606295_p.csv.gz,294.904,297.518,-3.128,-0.785
GaiaSource_606296-606327_p.csv.gz,294.744,296.844,-2.395,-0.162
GaiaSource_606328-606384_p.csv.gz,292.404,296.03,-3.77,-0.058
GaiaSource_606385-606443_p.csv.gz,292.268,295.159,-2.318,0.53
GaiaSource_606444-606469_p.csv.gz,292.183,297.221,-2.265,1.804
GaiaSource_606470-606489_p.csv.gz,295.719,297.147,-1.015,0.694
GaiaSource_606490-606511_p.csv.gz,294.557,296.546,-0.915,0.946
GaiaSource_606512-606537_p.csv.gz,294.411,296.922,-0.175,1.803
GaiaSource_606538-606561_p.csv.gz,295.063,296.811,0.581,2.546
GaiaSource_606562-606587_p.csv.gz,294.164,295.697,0.746,2.676
